,RUID,Assigned Rooms
45,917915418,"['JA', '800 - 815', '804-A']"
46,654838787,"['JA', '800 - 815', '804-B']"
47,911830027,"['JA', '800 - 815', '805-A']"
48,650508965,"['JA', '800 - 815', '805-B']"
49,386876700,"['JA', '800 - 815', '806-A']"
50,787084934,"['JA', '800 - 815', '806-B']"
51,844177850,"['JA', '800 - 815', '807-A']"
52,592712351,"['JA', '800 - 815', '807-B']"
53,500489812,"['JA', '800 - 815', '812-A']"
54,162529216,"['JA', '800 - 815', '812-B']"
55,851167672,"['JA', '800 - 815', '813-A']"
56,165658583,"['JA', '800 - 815', '813-B']"
57,633987911,"['JA', '800 - 815', '814-A']"
58,977331728,"['JA', '800 - 815', '814-B']"
59,511758114,"['JA', '800 - 815', '815-A']"
60,785017990,"['JA', '800 - 815', '815-B']"
61,765386917,"['JA', '816 - 831', '816-A']"
62,241707144,"['JA', '816 - 831', '816-B']"
63,969484380,"['JA', '816 - 831', '817-A']"
64,134287576,"['JA', '816 - 831', '817-B']"
65,971972875,"['JA', '816 - 831', '818-A']"
66,347033794,"['JA', '816 - 831', '818-B']"
67,971958125,"['JA', '816 - 831', '819-A']"
68,330697823,"['JA', '816 - 831', '819-B']"
69,191490907,"['JA', '816 - 831', '824-A']"
70,388375406,"['JA', '816 - 831', '824-B']"
71,940035368,"['JA', '816 - 831', '825-A']"
72,226137110,"['JA', '816 - 831', '825-B']"
73,722000808,"['JA', '816 - 831', '826-A']"
74,751713813,"['JA', '816 - 831', '826-B']"
75,421977562,"['JA', '816 - 831', '827-A']"
76,309451139,"['JA', '816 - 831', '827-B']"
77,724677776,"['JA', '816 - 831', '820-A']"
78,435584870,"['JA', '816 - 831', '820-B']"
79,533746763,"['JA', '816 - 831', '821-A']"
80,387294714,"['JA', '816 - 831', '821-B']"
81,206085693,"['JA', '816 - 831', '822-A']"
82,736260713,"['JA', '816 - 831', '822-B']"
83,304859572,"['JA', '816 - 831', '823-A']"
84,444622806,"['JA', '816 - 831', '823-B']"
85,654497243,"['JA', '816 - 831', '828-A']"
86,254304570,"['JA', '816 - 831', '828-B']"
87,493105491,"['JA', '816 - 831', '829-A']"
88,715064475,"['JA', '816 - 831', '829-B']"
89,900932332,"['JA', '816 - 831', '830-A']"
90,652502586,"['JA', '816 - 831', '830-B']"
91,540436017,"['JA', '816 - 831', '831-A']"
92,103218143,"['JA', '816 - 831', '831-B']"
93,673697701,"['JA', '832- 851', '832-A']"
94,719296543,"['JA', '832- 851', '832-B']"
95,738133678,"['JA', '832- 851', '833-A']"
96,106103230,"['JA', '832- 851', '833-B']"
97,885248232,"['JA', '832- 851', '836-A']"
98,734321237,"['JA', '832- 851', '836-B']"
99,990359525,"['JA', '832- 851', '837-A']"
100,498111896,"['JA', '832- 851', '837-B']"
101,731004257,"['JA', '832- 851', '838-A']"
102,284915866,"['JA', '832- 851', '838-B']"
103,434614052,"['JA', '832- 851', '839-A']"
104,515384390,"['JA', '832- 851', '839-B']"
105,870053430,"['JA', '832- 851', '844-A']"
106,211165024,"['JA', '832- 851', '844-B']"
107,822143715,"['JA', '832- 851', '845-A']"
108,966171711,"['JA', '832- 851', '845-B']"
109,325468987,"['JA', '832- 851', '846-A']"
110,168351822,"['JA', '832- 851', '846-B']"
111,477050269,"['JA', '832- 851', '847-A']"
112,518842892,"['JA', '832- 851', '847-B']"
113,590470643,"['JA', '832- 851', '834-A']"
114,277441971,"['JA', '832- 851', '834-B']"
115,501849067,"['JA', '832- 851', '835-A']"
116,914136965,"['JA', '832- 851', '835-B']"
117,195319408,"['JA', '832- 851', '840-A']"
118,751596246,"['JA', '832- 851', '840-B']"
119,896177176,"['JA', '832- 851', '842-A']"
120,306288915,"['JA', '832- 851', '842-B']"
121,876152294,"['JA', '832- 851', '841-A']"
122,883914977,"['JA', '832- 851', '841-B']"
123,208065723,"['JA', '832- 851', '843-A']"
124,150693627,"['JA', '832- 851', '843-B']"
125,869374457,"['JA', '832- 851', '848-A']"
126,417440306,"['JA', '832- 851', '848-B']"
127,259503133,"['JA', '832- 851', '849-A']"
128,176835594,"['JA', '832- 851', '849-B']"
129,760033698,"['JA', '832- 851', '850-A']"
130,553376952,"['JA', '832- 851', '850-B']"
131,989571253,"['JA', '832- 851', '851-A']"
132,357879090,"['JA', '832- 851', '851-B']"
133,352568274,"['JA', '852 - 867', '852-A']"
134,949621965,"['JA', '852 - 867', '852-B']"
135,875842074,"['JA', '852 - 867', '853-A']"
136,248767888,"['JA', '852 - 867', '853-B']"
137,141775438,"['JA', '852 - 867', '854-A']"
138,450127999,"['JA', '852 - 867', '854-B']"
139,950887327,"['JA', '852 - 867', '855-A']"
140,701095550,"['JA', '852 - 867', '855-B']"
141,209066990,"['JA', '852 - 867', '860-A']"
142,913999827,"['JA', '852 - 867', '860-B']"
143,310465990,"['JA', '852 - 867', '861-A']"
144,432292734,"['JA', '852 - 867', '861-B']"
145,171539303,"['JA', '852 - 867', '862-A']"
146,870411270,"['JA', '852 - 867', '862-B']"
147,332034757,"['JA', '852 - 867', '863-A']"
148,959272032,"['JA', '852 - 867', '863-B']"
149,886030092,"['JA', '852 - 867', '856-A']"
150,647416465,"['JA', '852 - 867', '856-B']"
151,127127166,"['JA', '852 - 867', '857-A']"
152,773326638,"['JA', '852 - 867', '857-B']"
153,144380398,"['JA', '852 - 867', '858-A']"
154,974222091,"['JA', '852 - 867', '858-B']"
155,337659957,"['JA', '852 - 867', '859-A']"
156,886327894,"['JA', '852 - 867', '859-B']"
157,866293732,"['JA', '852 - 867', '864-A']"
158,758792885,"['JA', '852 - 867', '864-B']"
159,385583774,"['JA', '852 - 867', '865-A']"
160,705250892,"['JA', '852 - 867', '865-B']"
161,944856001,"['JA', '852 - 867', '866-A']"
162,282127297,"['JA', '852 - 867', '866-B']"
163,512866803,"['JA', '852 - 867', '867-A']"
164,604091963,"['JA', '852 - 867', '867-B']"
165,800455852,"['JA', '868 - 883', '868-A']"
166,545573788,"['JA', '868 - 883', '868-B']"
167,357536578,"['JA', '868 - 883', '869-A']"
168,110092541,"['JA', '868 - 883', '869-B']"
169,714252972,"['JA', '868 - 883', '870-A']"
170,331857751,"['JA', '868 - 883', '870-B']"
171,611713696,"['JA', '868 - 883', '871-A']"
172,337997864,"['JA', '868 - 883', '871-B']"
173,770114634,"['JA', '868 - 883', '876-A']"
174,174352512,"['JA', '868 - 883', '876-B']"
175,428263620,"['JA', '868 - 883', '877-A']"
176,169349462,"['JA', '868 - 883', '877-B']"
177,831929141,"['JA', '868 - 883', '878-A']"
178,322928280,"['JA', '868 - 883', '878-B']"
179,221719996,"['JA', '868 - 883', '879-A']"
180,679070316,"['JA', '868 - 883', '879-B']"
181,370579039,"['JA', '868 - 883', '872-A']"
182,907515613,"['JA', '868 - 883', '872-B']"
183,908446218,"['JA', '868 - 883', '873-A']"
184,979271055,"['JA', '868 - 883', '873-B']"
185,774440344,"['JA', '868 - 883', '874-A']"
186,573734497,"['JA', '868 - 883', '874-B']"
187,209860307,"['JA', '868 - 883', '875-A']"
188,772086371,"['JA', '868 - 883', '875-B']"
189,891641917,"['JA', '868 - 883', '880-A']"
190,911252194,"['JA', '868 - 883', '880-B']"
191,391151170,"['JA', '868 - 883', '881-A']"
192,329080216,"['JA', '868 - 883', '881-B']"
193,670957015,"['JA', '868 - 883', '882-A']"
194,229753550,"['JA', '868 - 883', '882-B']"
195,900451724,"['JA', '868 - 883', '883-A']"
196,836243423,"['JA', '868 - 883', '883-B']"
197,579676658,"['JA', '884- 899', '884-A']"
198,646935970,"['JA', '884- 899', '884-B']"
199,908561697,"['JA', '884- 899', '885-A']"
200,216477346,"['JA', '884- 899', '885-B']"
201,873048542,"['JA', '884- 899', '886-A']"
202,668531791,"['JA', '884- 899', '886-B']"
203,846985527,"['JA', '884- 899', '887-A']"
204,116973214,"['JA', '884- 899', '887-B']"
205,897516121,"['JA', '884- 899', '892-A']"
206,796568038,"['JA', '884- 899', '892-B']"
207,870910812,"['JA', '884- 899', '893-A']"
208,240503018,"['JA', '884- 899', '893-B']"
209,735223808,"['JA', '884- 899', '894-A']"
210,756012527,"['JA', '884- 899', '894-B']"
211,236509084,"['JA', '884- 899', '895-A']"
212,974755214,"['JA', '884- 899', '895-B']"
213,876507234,"['JA', '884- 899', '889-A']"
214,564738559,"['JA', '884- 899', '889-B']"
215,285862084,"['JA', '884- 899', '890-A']"
216,922358329,"['JA', '884- 899', '890-B']"
217,631904835,"['JA', '884- 899', '891-A']"
218,466828401,"['JA', '884- 899', '891-B']"
219,228838422,"['JA', '884- 899', '888-A']"
220,607747505,"['JA', '884- 899', '888-B']"
221,846583876,"['JA', '884- 899', '896-A']"
222,852359663,"['JA', '884- 899', '896-B']"
223,873492183,"['JA', '884- 899', '897-A']"
224,786436991,"['JA', '884- 899', '897-B']"
225,122410755,"['JA', '884- 899', '898-A']"
226,824202999,"['JA', '884- 899', '898-B']"
227,196333549,"['JA', '884- 899', '899-A']"
228,424814190,"['JA', '884- 899', '899-B']"
229,533542033,"['BS', 'West', '204B-B']"
230,268079956,"['BS', 'West', '204B-C']"
231,294977567,"['BS', 'West', '204B-D']"
232,805567951,"['BS', 'West', '206-A']"
233,517774762,"['BS', 'West', '206-B']"
234,321450520,"['BS', 'West', '206-C']"
235,731482897,"['BS', 'West', '206-D']"
236,280908893,"['BS', 'West', '208A-A']"
237,787455482,"['BS', 'West', '208A-B']"
238,156242249,"['BS', 'West', '208A-C']"
239,243553815,"['BS', 'West', '208A-D']"
240,461798285,"['BS', 'West', '208B-A']"
241,874730559,"['BS', 'West', '208B-B']"
242,628830084,"['BS', 'West', '208B-C']"
243,499593316,"['BS', 'West', '208B-D']"
244,359017783,"['BS', 'West', '209A-A']"
245,353862666,"['BS', 'West', '209A-B']"
246,647266770,"['BS', 'West', '209A-C']"
247,900968162,"['BS', 'West', '209A-D']"
248,809291126,"['BS', 'West', '209B-A']"
249,868813397,"['BS', 'West', '209B-B']"
250,583890929,"['BS', 'West', '209B-C']"
251,553836494,"['BS', 'West', '209B-D']"
252,395225718,"['BS', 'West', '210A-A']"
253,906357062,"['BS', 'West', '210A-B']"
254,533628340,"['BS', 'West', '210A-C']"
255,310857175,"['BS', 'West', '210A-D']"
256,114110080,"['BS', 'West', '210B-A']"
257,949487543,"['BS', 'West', '210B-B']"
258,826357751,"['BS', 'West', '210B-C']"
259,187067110,"['BS', 'West', '210B-D']"
260,697644784,"['BS', 'West', '211A-A']"
261,118506512,"['BS', 'West', '211A-B']"
262,128736513,"['BS', 'West', '211A-C']"
263,674977561,"['BS', 'West', '211A-D']"
264,830818369,"['BS', 'West', '211B-A']"
265,654528392,"['BS', 'West', '211B-B']"
266,175748512,"['BS', 'West', '211B-C']"
267,412762626,"['BS', 'West', '211B-D']"
268,217693669,"['BS', 'West', '212A-A']"
269,425475376,"['BS', 'West', '212A-B']"
270,453704076,"['BS', 'West', '212A-C']"
271,360437813,"['BS', 'West', '212A-D']"
272,832988181,"['BS', 'West', '212B-A']"
273,436124193,"['BS', 'West', '212B-B']"
274,360322340,"['BS', 'West', '212B-C']"
275,407138490,"['BS', 'West', '212B-D']"
276,609856950,"['BS', 'West', '213-A']"
277,497954559,"['BS', 'West', '213-B']"
278,206213768,"['BS', 'West', '213-C']"
279,440336479,"['BS', 'West', '213-D']"
280,155767309,"['BS', 'West', '301A-A']"
281,155711553,"['BS', 'West', '301A-B']"
282,448398404,"['BS', 'West', '301A-C']"
283,600360501,"['BS', 'West', '301A-D']"
284,251105173,"['BS', 'West', '301B-A']"
285,604425598,"['BS', 'West', '301B-B']"
286,937146637,"['BS', 'West', '301B-C']"
287,500717437,"['BS', 'West', '301B-D']"
288,348221924,"['BS', 'West', '302A-A']"
289,183121178,"['BS', 'West', '302A-B']"
290,499721532,"['BS', 'West', '302A-C']"
291,192010720,"['BS', 'West', '302A-D']"
292,980186188,"['BS', 'West', '302B-A']"
293,206500855,"['BS', 'West', '302B-B']"
294,946261707,"['BS', 'West', '302B-C']"
295,786226595,"['BS', 'West', '302B-D']"
296,976436798,"['BS', 'West', '303A-A']"
297,891687051,"['BS', 'West', '303A-B']"
298,484716546,"['BS', 'West', '303A-C']"
299,727520945,"['BS', 'West', '303A-D']"
300,469522943,"['BS', 'West', '303B-A']"
301,970537318,"['BS', 'West', '303B-B']"
302,675566947,"['BS', 'West', '303B-C']"
303,193292013,"['BS', 'West', '303B-D']"
304,333770075,"['BS', 'West', '304A-A']"
305,950474744,"['BS', 'West', '304A-B']"
306,378384862,"['BS', 'West', '304A-C']"
307,662043599,"['BS', 'West', '304A-D']"
308,373849181,"['BS', 'West', '304B-A']"
309,124253840,"['BS', 'West', '304B-B']"
310,952021728,"['BS', 'West', '304B-C']"
311,830493275,"['BS', 'West', '304B-D']"
312,587832424,"['BS', 'West', '305A-A']"
313,943132662,"['BS', 'West', '305A-B']"
314,957204813,"['BS', 'West', '305A-C']"
315,387117382,"['BS', 'West', '305A-D']"
316,311009982,"['BS', 'West', '305B-A']"
317,240825560,"['BS', 'West', '305B-B']"
318,469354057,"['BS', 'West', '305B-C']"
319,473287883,"['BS', 'West', '305B-D']"
320,283448642,"['BS', 'West', '306-A']"
321,244532589,"['BS', 'West', '306-B']"
322,946483524,"['BS', 'West', '306-C']"
323,106724105,"['BS', 'West', '306-D']"
324,533340145,"['BS', 'West', '307A-A']"
325,868704482,"['BS', 'West', '307A-B']"
326,746402398,"['BS', 'West', '307A-C']"
327,697000858,"['BS', 'West', '307A-D']"
328,128103954,"['BS', 'West', '307B-A']"
329,231502292,"['BS', 'West', '307B-B']"
330,849821612,"['BS', 'West', '307B-C']"
331,806246618,"['BS', 'West', '307B-D']"
332,200930438,"['BS', 'West', '308A-A']"
333,957019258,"['BS', 'West', '308A-B']"
334,655860208,"['BS', 'West', '308A-C']"
335,339488545,"['BS', 'West', '308A-D']"
336,140683169,"['BS', 'West', '308B-A']"
337,914934120,"['BS', 'West', '308B-B']"
338,107552032,"['BS', 'West', '308B-C']"
339,476842906,"['BS', 'West', '308B-D']"
340,670161394,"['BS', 'West', '309A-A']"
341,388531631,"['BS', 'West', '309A-B']"
342,559059853,"['BS', 'West', '309A-C']"
343,501168642,"['BS', 'West', '309A-D']"
344,443103845,"['BS', 'West', '309B-A']"
345,528922482,"['BS', 'West', '309B-B']"
346,595115259,"['BS', 'West', '309B-C']"
347,619304195,"['BS', 'West', '309B-D']"
348,141024678,"['BS', 'West', '310A-A']"
349,217097683,"['BS', 'West', '310A-B']"
350,636282392,"['BS', 'West', '310A-C']"
351,318271091,"['BS', 'West', '310A-D']"
352,962176099,"['BS', 'West', '310B-A']"
353,479211295,"['BS', 'West', '310B-B']"
354,738533400,"['BS', 'West', '310B-C']"
355,973963326,"['BS', 'West', '310B-D']"
356,372519520,"['BS', 'West', '311A-A']"
357,417696262,"['BS', 'West', '311A-B']"
358,284914439,"['BA', '301-324', '301-A']"
359,187579928,"['BA', '301-324', '301-B']"
360,795482596,"['BA', '301-324', '301-C']"
361,698782528,"['BA', '301-324', '301-D']"
362,729546076,"['BA', '301-324', '302-A']"
363,359980419,"['BA', '301-324', '302-B']"
364,126730832,"['BA', '301-324', '302-C']"
365,870268600,"['BA', '301-324', '302-D']"
366,213639273,"['BA', '301-324', '303-A']"
367,877617987,"['BA', '301-324', '303-B']"
368,378446496,"['BA', '301-324', '303-C']"
369,465470472,"['BA', '301-324', '303-D']"
370,896634238,"['BA', '301-324', '304-A']"
371,517684259,"['BA', '301-324', '304-B']"
372,411333381,"['BA', '301-324', '304-C']"
373,383884113,"['BA', '301-324', '304-D']"
374,893301997,"['BA', '301-324', '305-A']"
375,756889279,"['BA', '301-324', '305-B']"
376,234982394,"['BA', '301-324', '305-C']"
377,227920661,"['BA', '301-324', '305-D']"
378,144806594,"['BA', '301-324', '306-A']"
379,906376606,"['BA', '301-324', '306-B']"
380,133306899,"['BA', '301-324', '306-C']"
381,480565354,"['BA', '301-324', '306-D']"
382,445979501,"['BA', '301-324', '307-A']"
383,839472189,"['BA', '301-324', '307-B']"
384,120258667,"['BA', '301-324', '307-C']"
385,732750157,"['BA', '301-324', '307-D']"
386,517247041,"['BA', '301-324', '308-A']"
387,957885663,"['BA', '301-324', '308-B']"
388,876054341,"['BA', '301-324', '308-C']"
389,979254121,"['BA', '301-324', '308-D']"
390,206428496,"['BA', '301-324', '309-A']"
391,774869347,"['BA', '301-324', '309-B']"
392,342572521,"['BA', '301-324', '309-C']"
393,668817682,"['BA', '301-324', '309-D']"
394,181972145,"['BA', '301-324', '310-A']"
395,617451505,"['BA', '301-324', '310-B']"
396,538174212,"['BA', '301-324', '310-C']"
397,935180311,"['BA', '301-324', '310-D']"
398,276441353,"['BA', '301-324', '311-A']"
399,576023343,"['BA', '301-324', '311-B']"
400,662000911,"['BA', '301-324', '311-C']"
401,784043511,"['BA', '301-324', '311-D']"
402,278427157,"['BA', '301-324', '312-A']"
403,488658395,"['BA', '301-324', '312-B']"
404,406114021,"['BA', '301-324', '312-C']"
405,171309239,"['BA', '301-324', '312-D']"
406,539369979,"['BA', '301-324', '313-A']"
407,107939015,"['BA', '301-324', '313-B']"
408,735676559,"['BA', '301-324', '313-C']"
409,774841141,"['BA', '301-324', '313-D']"
410,555673138,"['BA', '301-324', '314-A']"
411,906128115,"['BA', '301-324', '314-B']"
412,874622707,"['BA', '301-324', '314-C']"
413,462141937,"['BA', '301-324', '314-D']"
414,962331946,"['BA', '301-324', '315-A']"
415,214172824,"['BA', '301-324', '315-B']"
416,681847327,"['BA', '301-324', '315-C']"
417,508433353,"['BA', '301-324', '315-D']"
418,439859553,"['BA', '301-324', '316-A']"
419,387730748,"['BA', '301-324', '316-B']"
420,869279929,"['BA', '301-324', '316-C']"
421,264935163,"['BA', '301-324', '316-D']"
422,866417833,"['BA', '301-324', '317-A']"
423,668305035,"['BA', '301-324', '317-B']"
424,550241506,"['BA', '301-324', '317-C']"
425,471917519,"['BA', '301-324', '317-D']"
426,584401085,"['BA', '301-324', '318-A']"
427,380403726,"['BA', '301-324', '318-B']"
428,546838308,"['BA', '301-324', '318-C']"
429,515553047,"['BA', '301-324', '318-D']"
430,223402874,"['BA', '301-324', '319-A']"
431,796224963,"['BA', '301-324', '319-B']"
432,307895159,"['BA', '301-324', '319-C']"
433,248117150,"['BA', '301-324', '319-D']"
434,542327544,"['BA', '301-324', '320-A']"
435,717820322,"['BA', '301-324', '320-B']"
436,642860231,"['BA', '301-324', '320-C']"
437,906230408,"['BA', '301-324', '320-D']"
438,471528507,"['BA', '301-324', '321-A']"
439,274778170,"['BA', '301-324', '321-B']"
440,395545147,"['BA', '301-324', '321-C']"
441,620011269,"['BA', '301-324', '321-D']"
442,681527608,"['BA', '301-324', '322-A']"
443,594804570,"['BA', '301-324', '322-B']"
444,669225917,"['BA', '301-324', '322-C']"
445,103325190,"['BA', '301-324', '322-D']"
446,452082789,"['BA', '301-324', '323-A']"
447,773817212,"['BA', '301-324', '323-B']"
448,390346299,"['BA', '301-324', '323-C']"
449,702729193,"['BA', '301-324', '323-D']"
450,363782365,"['BA', '301-324', '324-A']"
451,298445308,"['BA', '301-324', '324-B']"
452,510752381,"['BA', '301-324', '324-C']"
453,244838733,"['BA', '301-324', '324-D']"
454,973690359,"['BA', '325  - 348', '325-A']"
455,232427645,"['BA', '325  - 348', '325-B']"
456,547903271,"['BA', '325  - 348', '325-C']"
457,735232453,"['BA', '325  - 348', '325-D']"
458,761122705,"['BA', '325  - 348', '326-A']"
459,795954951,"['BA', '325  - 348', '326-B']"
460,488541839,"['BA', '325  - 348', '326-C']"
461,734016163,"['BA', '325  - 348', '326-D']"
462,899185355,"['BA', '325  - 348', '327-A']"
463,923764656,"['BA', '325  - 348', '327-B']"
464,175081436,"['BA', '325  - 348', '327-C']"
465,800694080,"['BA', '325  - 348', '327-D']"
466,933744275,"['BA', '325  - 348', '328-A']"
467,755301395,"['BA', '325  - 348', '328-B']"
468,471616755,"['BA', '325  - 348', '328-C']"
469,785475907,"['BA', '325  - 348', '328-D']"
470,492767682,"['BA', '325  - 348', '329-A']"
471,148367674,"['BA', '325  - 348', '329-B']"
472,918415969,"['BA', '325  - 348', '329-C']"
473,939087583,"['BA', '325  - 348', '329-D']"
474,664957397,"['BA', '325  - 348', '330-A']"
475,947135310,"['BA', '325  - 348', '330-B']"
476,106601952,"['BA', '325  - 348', '330-C']"
477,707617707,"['BA', '325  - 348', '330-D']"
478,474352959,"['BA', '325  - 348', '331-A']"
479,869836875,"['BA', '325  - 348', '331-B']"
480,938619390,"['BA', '325  - 348', '331-C']"
481,631971381,"['BA', '325  - 348', '331-D']"
482,566498807,"['BA', '325  - 348', '332-A']"
483,842067997,"['BA', '325  - 348', '332-B']"
484,543521474,"['BA', '325  - 348', '332-C']"
485,832687168,"['BA', '325  - 348', '332-D']"
486,389571050,"['BA', '325  - 348', '333-A']"
487,580814321,"['BA', '325  - 348', '333-B']"
488,334900492,"['BA', '325  - 348', '333-C']"
489,645103511,"['BA', '325  - 348', '333-D']"
490,726290500,"['BA', '325  - 348', '334-A']"
491,453585903,"['BA', '325  - 348', '334-B']"
492,665142788,"['BA', '325  - 348', '334-C']"
493,108847488,"['BA', '325  - 348', '334-D']"
494,912960677,"['BA', '325  - 348', '335-A']"
495,490494202,"['BA', '325  - 348', '335-B']"
496,769112205,"['BA', '325  - 348', '335-C']"
497,533872367,"['BA', '325  - 348', '335-D']"
498,388901115,"['BA', '325  - 348', '336-A']"
499,736365825,"['BA', '325  - 348', '336-B']"
500,808127824,"['BA', '325  - 348', '336-C']"
501,323669162,"['BA', '325  - 348', '336-D']"
502,618595859,"['BA', '325  - 348', '337-A']"
503,308135290,"['BA', '325  - 348', '337-B']"
504,703843072,"['BA', '325  - 348', '337-C']"
505,779758440,"['BA', '325  - 348', '337-D']"
506,826576761,"['BA', '325  - 348', '338-A']"
507,356748818,"['BA', '325  - 348', '338-B']"
508,713907407,"['BA', '325  - 348', '338-C']"
509,898570509,"['BA', '325  - 348', '338-D']"
510,452387633,"['BA', '325  - 348', '339-A']"
511,825087571,"['BA', '325  - 348', '339-B']"
512,565692718,"['BA', '325  - 348', '339-C']"
513,943977590,"['BA', '325  - 348', '339-D']"
514,694836776,"['BA', '325  - 348', '340-A']"
515,444512479,"['BA', '325  - 348', '340-B']"
516,937541281,"['BA', '325  - 348', '340-C']"
517,748784456,"['BA', '325  - 348', '340-D']"
518,777013717,"['BA', '325  - 348', '341-A']"
519,367035756,"['BA', '325  - 348', '341-B']"
520,359773385,"['BA', '325  - 348', '341-C']"
521,350377708,"['BA', '325  - 348', '341-D']"
522,787696128,"['BA', '325  - 348', '342-A']"
523,845821858,"['BA', '325  - 348', '342-B']"
524,417109066,"['BA', '325  - 348', '342-C']"
525,422385882,"['BA', '325  - 348', '342-D']"
526,621416151,"['BA', '325  - 348', '343-A']"
527,887857709,"['BA', '325  - 348', '343-B']"
528,826945742,"['BA', '325  - 348', '343-C']"
529,191953524,"['BA', '325  - 348', '343-D']"
530,761969699,"['BA', '325  - 348', '344-A']"
531,493690734,"['BA', '325  - 348', '344-B']"
532,455904531,"['BA', '325  - 348', '344-C']"
533,110290077,"['BA', '325  - 348', '344-D']"
534,148058487,"['BA', '325  - 348', '345-A']"
535,251174737,"['BA', '325  - 348', '345-B']"
536,905973783,"['BA', '325  - 348', '345-C']"
537,868945193,"['BA', '325  - 348', '345-D']"
538,862426313,"['BA', '325  - 348', '346-A']"
539,151135427,"['BA', '325  - 348', '346-B']"
540,367161882,"['BA', '325  - 348', '346-C']"
541,559400672,"['BA', '325  - 348', '346-D']"
542,935263359,"['BA', '325  - 348', '347-A']"
543,631104390,"['BA', '325  - 348', '347-B']"
544,305375237,"['BA', '325  - 348', '347-C']"
545,991888851,"['BA', '325  - 348', '347-D']"
546,880498077,"['BA', '325  - 348', '348-A']"
547,935327245,"['BA', '325  - 348', '348-B']"
548,624454247,"['BA', '325  - 348', '348-C']"
549,282826823,"['BA', '325  - 348', '348-D']"
550,198354464,"['BA', '349-372', '349-A']"
551,977143816,"['BA', '349-372', '349-B']"
552,761012156,"['BA', '349-372', '349-C']"
553,759615427,"['BA', '349-372', '349-D']"
554,300010265,"['BA', '349-372', '350-A']"
555,367453807,"['BA', '349-372', '350-B']"
556,217629003,"['BA', '349-372', '350-C']"
557,983533427,"['BA', '349-372', '350-D']"
558,933194199,"['BA', '349-372', '351-A']"
559,180630276,"['BA', '349-372', '351-B']"
560,328260343,"['BA', '349-372', '351-C']"
561,637031775,"['BA', '349-372', '351-D']"
562,361387174,"['BA', '349-372', '352-A']"
563,915998304,"['BA', '349-372', '352-B']"
564,676502190,"['BA', '349-372', '352-C']"
565,795956332,"['BA', '349-372', '352-D']"
566,997110471,"['BA', '349-372', '353-A']"
567,671978550,"['BA', '349-372', '353-B']"
568,829205684,"['BA', '349-372', '353-C']"
569,228693321,"['BA', '349-372', '353-D']"
570,772063009,"['BA', '349-372', '354-A']"
571,297676806,"['BA', '349-372', '354-B']"
572,207897748,"['BA', '349-372', '354-C']"
573,881426175,"['BA', '349-372', '354-D']"
574,983689400,"['BA', '349-372', '355-A']"
575,747652026,"['BA', '349-372', '355-B']"
576,709883927,"['BA', '349-372', '355-C']"
577,466628782,"['BA', '349-372', '355-D']"
578,125372932,"['BA', '349-372', '356-A']"
579,189077321,"['BA', '349-372', '356-B']"
580,907422969,"['BA', '349-372', '356-C']"
581,967451797,"['BA', '349-372', '356-D']"
582,449080913,"['BA', '349-372', '357-A']"
583,114061743,"['BA', '349-372', '357-B']"
584,998413776,"['SA', 'Apt 133 - 148', '133-A']"
