,RUID,Assigned Rooms
99,517074469,"['BS', 'West', '303A-D']"
100,294286786,"['BS', 'West', '303B-A']"
101,510864125,"['BS', 'West', '303B-B']"
102,312025929,"['BS', 'West', '303B-C']"
103,805456345,"['BS', 'West', '303B-D']"
104,190185961,"['BS', 'West', '304A-A']"
105,296776783,"['BS', 'West', '304A-B']"
106,577421824,"['BS', 'West', '304A-C']"
107,895035057,"['BS', 'West', '304A-D']"
108,612929523,"['BS', 'West', '304B-A']"
109,123118353,"['BS', 'West', '304B-B']"
110,519255790,"['BS', 'West', '304B-C']"
111,642576013,"['BS', 'West', '304B-D']"
112,729134100,"['BS', 'West', '305A-A']"
113,420088267,"['BS', 'West', '305A-B']"
114,365785842,"['BS', 'West', '305A-C']"
115,558892882,"['BS', 'West', '305A-D']"
116,181595170,"['BS', 'West', '305B-A']"
117,949632708,"['BS', 'West', '305B-B']"
118,607151460,"['BS', 'West', '305B-C']"
119,833037544,"['BS', 'West', '305B-D']"
120,228562077,"['BS', 'West', '306-A']"
121,779236375,"['BS', 'West', '306-B']"
122,873850664,"['BS', 'West', '306-C']"
123,603486063,"['BS', 'West', '306-D']"
124,268677097,"['BS', 'West', '307A-A']"
125,803775353,"['BS', 'West', '307A-B']"
126,787262345,"['BS', 'West', '307A-C']"
127,100417320,"['BS', 'West', '307A-D']"
128,835844922,"['BS', 'West', '307B-A']"
129,883710452,"['BS', 'West', '307B-B']"
130,387958197,"['BS', 'West', '307B-C']"
131,991224142,"['BS', 'West', '307B-D']"
132,876931294,"['BS', 'West', '308A-A']"
133,181982936,"['BS', 'West', '308A-B']"
134,146866546,"['BS', 'West', '308A-C']"
135,921623393,"['BS', 'West', '308A-D']"
136,684646793,"['BS', 'West', '308B-A']"
137,767349853,"['BS', 'West', '308B-B']"
138,793855657,"['BS', 'West', '308B-C']"
139,810788821,"['BS', 'West', '308B-D']"
140,252210667,"['BS', 'West', '309A-A']"
141,845085757,"['BS', 'West', '309A-B']"
142,349176751,"['BS', 'West', '309A-C']"
143,868063888,"['BS', 'West', '309A-D']"
144,180694368,"['BS', 'West', '309B-A']"
145,742256962,"['BS', 'West', '309B-B']"
146,586298732,"['BS', 'West', '309B-C']"
147,240116548,"['BS', 'West', '309B-D']"
148,452061098,"['BS', 'West', '310A-A']"
149,328501558,"['BS', 'West', '310A-B']"
150,800754016,"['BS', 'West', '310A-C']"
151,160502064,"['BS', 'West', '310A-D']"
152,219797334,"['BS', 'West', '310B-A']"
153,338031268,"['BS', 'West', '310B-B']"
154,160739587,"['BS', 'West', '310B-C']"
155,260100241,"['BS', 'West', '310B-D']"
156,842840287,"['BS', 'West', '311A-A']"
157,776136703,"['BS', 'West', '311A-B']"
158,348855881,"['BS', 'West', '311A-C']"
159,921202032,"['BS', 'West', '311A-D']"
160,180277548,"['BS', 'West', '311B-A']"
161,617801961,"['BS', 'West', '311B-B']"
162,689817552,"['BS', 'West', '311B-C']"
163,315493219,"['BS', 'West', '311B-D']"
164,659862989,"['BS', 'West', '312A-A']"
165,535701275,"['BS', 'West', '312A-B']"
166,433566533,"['BS', 'West', '312A-C']"
167,514133425,"['BS', 'West', '312A-D']"
168,466522287,"['BS', 'West', '312B-A']"
169,898440587,"['BS', 'West', '312B-B']"
170,664417841,"['BS', 'West', '312B-C']"
171,449814012,"['BS', 'West', '312B-D']"
172,572867554,"['BS', 'West', '313-A']"
173,555700924,"['BS', 'West', '313-B']"
174,150674611,"['BS', 'West', '313-C']"
175,108640114,"['BS', 'West', '313-D']"
176,811141628,"['BS', 'West', '401A-A']"
177,141524495,"['BS', 'West', '401A-B']"
178,520647009,"['BS', 'West', '401A-C']"
179,796503960,"['BS', 'West', '401A-D']"
180,676554476,"['BS', 'West', '401B-A']"
181,128285586,"['BS', 'West', '401B-B']"
182,197372610,"['BS', 'West', '401B-C']"
183,365396690,"['BS', 'West', '401B-D']"
184,243183189,"['BS', 'West', '402A-A']"
185,986301643,"['BS', 'West', '402A-B']"
186,146448815,"['BS', 'West', '402A-C']"
187,489606481,"['BS', 'West', '402A-D']"
188,852821881,"['BS', 'West', '402B-A']"
189,669888883,"['BS', 'West', '402B-B']"
190,637298574,"['BS', 'West', '402B-C']"
191,292314481,"['BS', 'West', '402B-D']"
192,950189107,"['BS', 'West', '403A-A']"
193,650380014,"['BS', 'West', '403A-B']"
194,633586650,"['BS', 'West', '403A-C']"
195,163127476,"['BS', 'West', '403A-D']"
196,782675772,"['BS', 'West', '403B-A']"
197,532186207,"['BS', 'West', '403B-B']"
198,815980733,"['BS', 'West', '403B-C']"
199,328864249,"['BS', 'West', '403B-D']"
200,627793889,"['BS', 'West', '404A-A']"
201,236706010,"['BS', 'West', '404A-B']"
202,522384707,"['BS', 'West', '404A-C']"
203,580514193,"['BS', 'West', '404A-D']"
204,446347396,"['BS', 'West', '404B-A']"
205,100951101,"['BS', 'West', '404B-B']"
206,457909682,"['BS', 'West', '404B-C']"
207,826099396,"['BS', 'West', '404B-D']"
208,443670889,"['BS', 'West', '405A-A']"
209,732871370,"['BS', 'West', '405A-B']"
210,549235572,"['BS', 'West', '405A-C']"
211,213042246,"['BS', 'West', '405A-D']"
212,188388066,"['BS', 'West', '405B-A']"
213,490946433,"['BS', 'West', '405B-B']"
214,931339095,"['BS', 'West', '405B-C']"
215,661746612,"['BS', 'West', '405B-D']"
216,896429588,"['BS', 'West', '406-A']"
217,217973867,"['BS', 'West', '406-B']"
218,396649304,"['BS', 'West', '406-C']"
219,127280424,"['BS', 'West', '406-D']"
220,699646051,"['BS', 'West', '407A-A']"
221,525101231,"['BS', 'West', '407A-B']"
222,604943211,"['BS', 'West', '407A-C']"
223,756104146,"['BS', 'West', '407A-D']"
224,213151353,"['BS', 'West', '407B-A']"
225,428858976,"['BS', 'West', '407B-B']"
226,860565178,"['BS', 'West', '407B-C']"
227,139645633,"['BS', 'West', '407B-D']"
228,618132128,"['BS', 'West', '408A-A']"
229,691404039,"['BS', 'West', '408A-B']"
230,563425140,"['BS', 'West', '408A-C']"
231,509779376,"['BS', 'West', '408A-D']"
232,336539200,"['BS', 'West', '408B-A']"
233,201814183,"['BS', 'West', '408B-B']"
234,524513054,"['BS', 'West', '408B-C']"
235,291451880,"['BS', 'West', '408B-D']"
236,988311880,"['BS', 'West', '409A-A']"
237,537498786,"['BS', 'West', '409A-B']"
238,922235231,"['BS', 'West', '409A-C']"
239,139167928,"['BS', 'West', '409A-D']"
240,651898216,"['BS', 'West', '409B-A']"
241,267054373,"['BS', 'West', '409B-B']"
242,428065992,"['BS', 'West', '409B-C']"
243,212120969,"['BS', 'West', '409B-D']"
244,365508735,"['BS', 'West', '410A-A']"
245,873406136,"['BS', 'West', '410A-B']"
246,996494412,"['BS', 'West', '410A-C']"
247,647947309,"['BS', 'West', '410A-D']"
248,782518666,"['BS', 'West', '410B-A']"
249,147251528,"['BS', 'West', '410B-B']"
250,421470578,"['BS', 'West', '410B-C']"
251,373563652,"['BS', 'West', '410B-D']"
252,313961225,"['BS', 'West', '411A-A']"
253,166462581,"['JA', '800 - 815', '800-A']"
254,781991422,"['JA', '800 - 815', '800-B']"
255,124841196,"['JA', '800 - 815', '801-A']"
256,961842530,"['JA', '800 - 815', '801-B']"
257,719911166,"['JA', '800 - 815', '802-A']"
258,516495710,"['JA', '800 - 815', '802-B']"
259,643099373,"['JA', '800 - 815', '803-A']"
260,966532047,"['JA', '800 - 815', '803-B']"
261,274447100,"['JA', '800 - 815', '808-A']"
262,892860420,"['JA', '800 - 815', '808-B']"
263,337401430,"['JA', '800 - 815', '809-A']"
264,597149188,"['JA', '800 - 815', '809-B']"
265,297788633,"['JA', '800 - 815', '810-A']"
266,581392964,"['JA', '800 - 815', '810-B']"
267,916857544,"['JA', '800 - 815', '811-A']"
268,533271194,"['JA', '800 - 815', '811-B']"
269,417765994,"['JA', '800 - 815', '804-A']"
270,460101865,"['JA', '800 - 815', '804-B']"
271,344896987,"['JA', '800 - 815', '805-A']"
272,322541308,"['JA', '800 - 815', '805-B']"
273,651545505,"['JA', '800 - 815', '806-A']"
274,109318580,"['JA', '800 - 815', '806-B']"
275,383480213,"['JA', '800 - 815', '807-A']"
276,292797667,"['JA', '800 - 815', '807-B']"
277,222338457,"['JA', '800 - 815', '812-A']"
278,547721365,"['JA', '800 - 815', '812-B']"
279,904337873,"['JA', '800 - 815', '813-A']"
280,690995044,"['JA', '800 - 815', '813-B']"
281,892150979,"['JA', '800 - 815', '814-A']"
282,138611053,"['JA', '800 - 815', '814-B']"
283,993293164,"['JA', '800 - 815', '815-A']"
284,338601178,"['JA', '800 - 815', '815-B']"
285,837845452,"['JA', '816 - 831', '816-A']"
286,522504182,"['JA', '816 - 831', '816-B']"
287,928516239,"['JA', '816 - 831', '817-A']"
288,400032436,"['JA', '816 - 831', '817-B']"
289,165818099,"['JA', '816 - 831', '818-A']"
290,918563008,"['JA', '816 - 831', '818-B']"
291,379443562,"['JA', '816 - 831', '819-A']"
292,929058666,"['JA', '816 - 831', '819-B']"
293,980634416,"['JA', '816 - 831', '824-A']"
294,482172439,"['JA', '816 - 831', '824-B']"
295,215097675,"['JA', '816 - 831', '825-A']"
296,321144309,"['JA', '816 - 831', '825-B']"
297,428184715,"['JA', '816 - 831', '826-A']"
298,709866892,"['JA', '816 - 831', '826-B']"
299,355815984,"['JA', '816 - 831', '827-A']"
300,809028226,"['JA', '816 - 831', '827-B']"
301,202403321,"['JA', '816 - 831', '820-A']"
302,137113329,"['JA', '816 - 831', '820-B']"
303,305613330,"['JA', '816 - 831', '821-A']"
304,676694545,"['JA', '816 - 831', '821-B']"
305,184887966,"['JA', '816 - 831', '822-A']"
306,779992515,"['JA', '816 - 831', '822-B']"
307,973099919,"['JA', '816 - 831', '823-A']"
308,375921368,"['JA', '816 - 831', '823-B']"
309,987862108,"['JA', '816 - 831', '828-A']"
310,108454752,"['JA', '816 - 831', '828-B']"
311,202156014,"['JA', '816 - 831', '829-A']"
312,285718600,"['JA', '816 - 831', '829-B']"
313,172184965,"['JA', '816 - 831', '830-A']"
314,624295371,"['JA', '816 - 831', '830-B']"
315,776196650,"['JA', '816 - 831', '831-A']"
316,246373729,"['JA', '816 - 831', '831-B']"
317,128783502,"['JA', '832- 851', '832-A']"
318,354948710,"['JA', '832- 851', '832-B']"
319,780099353,"['JA', '832- 851', '833-A']"
320,867176967,"['JA', '832- 851', '833-B']"
321,266446333,"['JA', '832- 851', '836-A']"
322,508283532,"['JA', '832- 851', '836-B']"
323,513413047,"['JA', '832- 851', '837-A']"
324,667993332,"['JA', '832- 851', '837-B']"
325,899062306,"['JA', '832- 851', '838-A']"
326,343764116,"['JA', '832- 851', '838-B']"
327,332559909,"['JA', '832- 851', '839-A']"
328,482518533,"['JA', '832- 851', '839-B']"
329,877976074,"['JA', '832- 851', '844-A']"
330,283528867,"['JA', '832- 851', '844-B']"
331,708610867,"['JA', '832- 851', '845-A']"
332,137567566,"['JA', '832- 851', '845-B']"
333,729097413,"['JA', '832- 851', '846-A']"
334,991519553,"['JA', '832- 851', '846-B']"
335,816795114,"['JA', '832- 851', '847-A']"
336,910595769,"['JA', '832- 851', '847-B']"
337,100088330,"['JA', '832- 851', '834-A']"
338,177899478,"['JA', '832- 851', '834-B']"
339,120556816,"['JA', '832- 851', '835-A']"
340,624071308,"['JA', '832- 851', '835-B']"
341,711535142,"['JA', '832- 851', '840-A']"
342,150664436,"['JA', '832- 851', '840-B']"
343,229748979,"['JA', '832- 851', '842-A']"
344,603025261,"['JA', '832- 851', '842-B']"
345,907847919,"['JA', '832- 851', '841-A']"
346,167042691,"['JA', '832- 851', '841-B']"
347,425557022,"['JA', '832- 851', '843-A']"
348,558779194,"['JA', '832- 851', '843-B']"
349,883289176,"['JA', '832- 851', '848-A']"
350,583839485,"['JA', '832- 851', '848-B']"
351,926637268,"['JA', '832- 851', '849-A']"
352,631918229,"['JA', '832- 851', '849-B']"
353,343295051,"['JA', '832- 851', '850-A']"
354,828017415,"['JA', '832- 851', '850-B']"
355,206916093,"['JA', '832- 851', '851-A']"
356,516473350,"['JA', '832- 851', '851-B']"
357,304456746,"['JA', '852 - 867', '852-A']"
358,761460177,"['JA', '852 - 867', '852-B']"
359,743266009,"['JA', '852 - 867', '853-A']"
360,800056627,"['JA', '852 - 867', '853-B']"
361,101436014,"['JA', '852 - 867', '854-A']"
362,332217630,"['JA', '852 - 867', '854-B']"
363,179420146,"['JA', '852 - 867', '855-A']"
364,343003019,"['JA', '852 - 867', '855-B']"
365,810942610,"['JA', '852 - 867', '860-A']"
366,624254599,"['JA', '852 - 867', '860-B']"
367,733742419,"['JA', '852 - 867', '861-A']"
368,251518647,"['JA', '852 - 867', '861-B']"
369,602650637,"['JA', '852 - 867', '862-A']"
370,178672203,"['JA', '852 - 867', '862-B']"
371,326764880,"['JA', '852 - 867', '863-A']"
372,530866811,"['JA', '852 - 867', '863-B']"
373,957013476,"['JA', '852 - 867', '856-A']"
374,784428410,"['JA', '852 - 867', '856-B']"
375,422223456,"['JA', '852 - 867', '857-A']"
376,479685168,"['JA', '852 - 867', '857-B']"
377,382526996,"['JA', '852 - 867', '858-A']"
378,693150695,"['JA', '852 - 867', '858-B']"
379,860796775,"['JA', '852 - 867', '859-A']"
380,885155301,"['JA', '852 - 867', '859-B']"
381,436811275,"['JA', '852 - 867', '864-A']"
382,189221116,"['JA', '852 - 867', '864-B']"
383,802882193,"['JA', '852 - 867', '865-A']"
384,176604679,"['JA', '852 - 867', '865-B']"
385,962777287,"['JA', '852 - 867', '866-A']"
386,550731661,"['JA', '852 - 867', '866-B']"
387,404895175,"['JA', '852 - 867', '867-A']"
388,567318144,"['JA', '852 - 867', '867-B']"
389,267624975,"['JA', '868 - 883', '868-A']"
390,251744927,"['JA', '868 - 883', '868-B']"
391,247641522,"['JA', '868 - 883', '869-A']"
392,896996065,"['JA', '868 - 883', '869-B']"
393,422295926,"['JA', '868 - 883', '870-A']"
394,402057528,"['JA', '868 - 883', '870-B']"
395,253088123,"['JA', '868 - 883', '871-A']"
396,647656331,"['JA', '868 - 883', '871-B']"
397,873903475,"['JA', '868 - 883', '876-A']"
398,102994825,"['JA', '868 - 883', '876-B']"
399,409848493,"['JA', '868 - 883', '877-A']"
400,424864229,"['JA', '868 - 883', '877-B']"
401,702794134,"['JA', '868 - 883', '878-A']"
402,386748735,"['JA', '868 - 883', '878-B']"
403,941370880,"['JA', '868 - 883', '879-A']"
404,856739938,"['JA', '868 - 883', '879-B']"
405,471735806,"['JA', '868 - 883', '872-A']"
406,649707378,"['JA', '868 - 883', '872-B']"
407,147684780,"['JA', '868 - 883', '873-A']"
408,432609848,"['JA', '868 - 883', '873-B']"
409,153432457,"['JA', '868 - 883', '874-A']"
410,332076094,"['JA', '868 - 883', '874-B']"
411,552865771,"['JA', '868 - 883', '875-A']"
412,408934515,"['JA', '868 - 883', '875-B']"
413,129681291,"['JA', '868 - 883', '880-A']"
414,188593431,"['JA', '868 - 883', '880-B']"
415,841317947,"['JA', '868 - 883', '881-A']"
416,635829431,"['JA', '868 - 883', '881-B']"
417,983191147,"['JA', '868 - 883', '882-A']"
418,272630929,"['JA', '868 - 883', '882-B']"
419,777611088,"['JA', '868 - 883', '883-A']"
420,407111975,"['JA', '868 - 883', '883-B']"
421,708288210,"['JA', '884- 899', '884-A']"
422,140346801,"['JA', '884- 899', '884-B']"
423,994739735,"['JA', '884- 899', '885-A']"
424,226105290,"['JA', '884- 899', '885-B']"
425,542198653,"['JA', '884- 899', '886-A']"
426,726278401,"['JA', '884- 899', '886-B']"
427,731892820,"['JA', '884- 899', '887-A']"
428,121366950,"['JA', '884- 899', '887-B']"
429,229528161,"['JA', '884- 899', '892-A']"
430,418113665,"['JA', '884- 899', '892-B']"
431,170436340,"['JA', '884- 899', '893-A']"
432,365801203,"['JA', '884- 899', '893-B']"
433,339828884,"['JA', '884- 899', '894-A']"
434,333773994,"['JA', '884- 899', '894-B']"
435,999929969,"['JA', '884- 899', '895-A']"
436,731745062,"['JA', '884- 899', '895-B']"
437,204593305,"['JA', '884- 899', '889-A']"
438,777994290,"['JA', '884- 899', '889-B']"
439,717217591,"['JA', '884- 899', '890-A']"
440,956287213,"['JA', '884- 899', '890-B']"
441,481717217,"['JA', '884- 899', '891-A']"
442,351863477,"['JA', '884- 899', '891-B']"
443,885238581,"['JA', '884- 899', '888-A']"
444,672252203,"['JA', '884- 899', '888-B']"
445,186876606,"['JA', '884- 899', '896-A']"
446,327375663,"['JA', '884- 899', '896-B']"
447,167317776,"['JA', '884- 899', '897-A']"
448,765995181,"['JA', '884- 899', '897-B']"
449,249801549,"['JA', '884- 899', '898-A']"
450,726179892,"['JA', '884- 899', '898-B']"
451,729336912,"['JA', '884- 899', '899-A']"
452,569791106,"['JA', '884- 899', '899-B']"
453,348879852,"['BS', 'West', '411A-B']"
454,605713011,"['BS', 'West', '411A-C']"
455,120562771,"['BS', 'West', '411A-D']"
456,240638515,"['BS', 'West', '411B-A']"
457,177301240,"['BS', 'West', '411B-B']"
458,688579552,"['BS', 'West', '411B-C']"
459,241304572,"['BS', 'West', '411B-D']"
460,155806640,"['BS', 'West', '412A-A']"
461,780140231,"['BS', 'West', '412A-B']"
462,326659947,"['BS', 'West', '412A-C']"
463,181530239,"['BS', 'West', '412A-D']"
464,960874939,"['BS', 'West', '412B-A']"
465,991115303,"['BS', 'West', '412B-B']"
466,947816091,"['BS', 'West', '412B-C']"
467,487611537,"['BS', 'West', '412B-D']"
468,726950058,"['BS', 'West', '413-A']"
469,238873203,"['BS', 'West', '413-B']"
470,426202644,"['BS', 'West', '413-C']"
471,632194492,"['BS', 'West', '413-D']"
472,166165012,"['BS', 'North', '101A-A']"
473,236089260,"['BS', 'North', '101A-B']"
474,927586162,"['BS', 'North', '101A-C']"
475,391257389,"['BS', 'North', '101A-D']"
476,981460322,"['BS', 'North', '101B-A']"
477,245264306,"['BS', 'North', '101B-B']"
478,573768429,"['BS', 'North', '101B-C']"
479,318602753,"['BS', 'North', '101B-D']"
480,304709056,"['BS', 'North', '102A-A']"
481,896637582,"['BS', 'North', '102A-B']"
482,687006812,"['BS', 'North', '102A-C']"
483,183018889,"['BS', 'North', '102A-D']"
484,691423317,"['BS', 'North', '102B-A']"
485,461337514,"['BS', 'North', '102B-B']"
486,868667918,"['BS', 'North', '102B-C']"
487,988970186,"['BS', 'North', '102B-D']"
488,441845838,"['BS', 'North', '103A-A']"
489,638311228,"['BS', 'North', '103A-B']"
490,903526179,"['BS', 'North', '103A-C']"
491,351885100,"['BS', 'North', '103A-D']"
492,509114209,"['BS', 'North', '103B-A']"
493,193855824,"['BS', 'North', '103B-B']"
494,838359336,"['BS', 'North', '103B-C']"
495,910927520,"['BS', 'North', '103B-D']"
496,452167855,"['BS', 'North', '104A-A']"
497,273991553,"['BS', 'North', '104A-B']"
498,577774726,"['BS', 'North', '104A-C']"
499,700429566,"['BS', 'North', '104A-D']"
500,492881075,"['BS', 'North', '104B-A']"
501,565402822,"['BS', 'North', '104B-B']"
502,873053925,"['BS', 'North', '104B-C']"
503,669350313,"['BS', 'North', '104B-D']"
504,157780973,"['BS', 'North', '105A-A']"
505,384210429,"['BS', 'North', '105A-B']"
506,672807060,"['BS', 'North', '105A-C']"
507,197314716,"['BS', 'North', '105A-D']"
508,493467716,"['BS', 'North', '105B-A']"
509,439269299,"['BS', 'North', '105B-B']"
510,557737198,"['BS', 'North', '105B-C']"
511,104643272,"['BS', 'North', '105B-D']"
512,580022653,"['BS', 'North', '106A-A']"
513,363940439,"['BS', 'North', '106A-B']"
514,738801356,"['BS', 'North', '106A-C']"
515,873435955,"['BS', 'North', '106A-D']"
516,900587676,"['BS', 'North', '106B-A']"
517,595889064,"['BS', 'North', '106B-B']"
518,423051067,"['BS', 'North', '106B-C']"
519,901046333,"['BS', 'North', '106B-D']"
520,112948747,"['BS', 'North', '107A-A']"
521,812385946,"['BS', 'North', '107A-B']"
522,710980418,"['BS', 'North', '107A-C']"
523,113315817,"['BS', 'North', '107A-D']"
524,500327018,"['BS', 'North', '107B-A']"
525,863918283,"['BS', 'North', '107B-B']"
526,436773712,"['BS', 'North', '107B-C']"
527,118219599,"['BS', 'North', '107B-D']"
528,622819560,"['BS', 'North', '108-A']"
529,785545458,"['BS', 'North', '108-B']"
530,814223149,"['BS', 'North', '108-C']"
531,877252014,"['BS', 'North', '108-D']"
532,129185143,"['BS', 'North', '109A-A']"
533,917112981,"['BS', 'North', '109A-B']"
534,903804463,"['BS', 'North', '109A-C']"
535,227125211,"['BS', 'North', '109A-D']"
536,115361098,"['BS', 'North', '109B-A']"
537,468888450,"['BS', 'North', '109B-B']"
538,777830511,"['BS', 'North', '109B-C']"
539,299031307,"['BS', 'North', '109B-D']"
540,229328917,"['BS', 'North', '110A-A']"
541,658986317,"['BS', 'North', '110A-B']"
542,303658356,"['BS', 'North', '110A-C']"
543,118044347,"['BS', 'North', '110A-D']"
544,271147486,"['BS', 'North', '110B-A']"
545,601165672,"['BS', 'North', '110B-B']"
546,547322616,"['BS', 'North', '110B-C']"
547,747114198,"['BS', 'North', '110B-D']"
548,103336978,"['BS', 'North', '111A-A']"
549,398860749,"['BS', 'North', '111A-B']"
550,701064507,"['BS', 'North', '111A-C']"
551,784475823,"['BS', 'North', '111A-D']"
552,540957745,"['BS', 'North', '111B-A']"
553,445844163,"['BS', 'North', '111B-B']"
554,139392252,"['BS', 'North', '111B-C']"
555,900105756,"['BS', 'North', '111B-D']"
556,458643691,"['BS', 'North', '112-A']"
557,374791504,"['BS', 'North', '112-B']"
558,710579677,"['BS', 'North', '112-C']"
559,468468108,"['BS', 'North', '112-D']"
560,140246305,"['BS', 'North', '201A-A']"
561,124319673,"['BS', 'North', '201A-B']"
562,812793664,"['BS', 'North', '201A-C']"
563,989516453,"['BS', 'North', '201A-D']"
564,950737407,"['BS', 'North', '201B-A']"
565,331413910,"['BS', 'North', '201B-B']"
566,250402460,"['BS', 'North', '201B-C']"
567,894825409,"['BS', 'North', '201B-D']"
568,970389391,"['BS', 'North', '202A-A']"
569,593871824,"['BS', 'North', '202A-B']"
570,756508369,"['BS', 'North', '202A-C']"
571,517787540,"['BS', 'North', '202A-D']"
572,324901615,"['BS', 'North', '202B-A']"
573,326889181,"['BS', 'North', '202B-B']"
574,949510400,"['BS', 'North', '202B-C']"
575,789994995,"['BS', 'North', '202B-D']"
576,711118054,"['BS', 'North', '203A-A']"
577,628211987,"['BS', 'North', '203A-B']"
578,111201256,"['BS', 'North', '203A-C']"
579,625612670,"['BS', 'North', '203A-D']"
580,183889222,"['BS', 'North', '203B-A']"
581,265691088,"['BS', 'North', '203B-B']"
582,686812630,"['BS', 'North', '203B-C']"
583,931219913,"['BS', 'North', '203B-D']"
584,566645940,"['BS', 'North', '204A-A']"
585,406650438,"['BS', 'North', '204A-B']"
586,697378590,"['BS', 'North', '204A-C']"
587,479057245,"['BS', 'North', '204A-D']"
588,744419356,"['BS', 'North', '204B-A']"
589,351541736,"['BS', 'North', '204B-B']"
590,397753537,"['BS', 'North', '204B-C']"
591,718244117,"['BS', 'North', '204B-D']"
592,253067457,"['BS', 'North', '205A-A']"
593,109481430,"['BS', 'North', '205A-B']"
